TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_9,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,SWC_F_MDS_9_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20210529,13.283,1.0,476.082,367.415,1.0,267.06,1.0,10.797,1.0,87.479,1.0,0.0,1.0,2.733,1.0,0.39558374999999996,1.0,191.31704166666668,1.0,727.690035,1.0,131.36995104166667,1.0,39.36070875,1.0,403.78125041666664,1.0,414.24,1.0,-9999,-9999,10.596,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.515,-9999,23.144,23.466,27.77,23.17,38.408,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,30.1564,-9999,32.0892,-9999,-9999,3.51189,116.135,-9999,123.578,-9999,-9999,6.43956,1.66167,0.875,0.0899663,1.42746,1.49509,1.81132,0.958333,0.9375,0.770833,2.83924,2.57497,2.72898,2.94218,1.17717,1.05686,1.22448,1.29056,1.80945,1.50852,1.67331,2.02018,0.894399,0.766248,0.855078,1.04388,-9999,-9999
20210530,16.94,1.0,477.142,344.793,1.0,286.986,1.0,15.527,1.0,87.642,1.0,0.0,1.0,2.739,1.0,0.3396370833333333,1.0,175.83416687500002,1.0,688.330743125,1.0,182.50315270833335,1.0,37.01379125,1.0,418.9236110416667,1.0,415.185,1.0,-9999,-9999,11.46,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.52,-9999,23.09,23.37,27.653,23.109,38.408,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,26.2543,-9999,27.6775,-9999,-9999,2.51797,94.6745,-9999,99.8067,-9999,-9999,6.13985,1.81369,0.854167,0.0874597,1.56879,1.72859,1.7812,0.8125,0.833333,0.875,3.44571,3.01765,3.24497,3.45484,1.64115,1.373,1.56471,1.71265,2.13816,1.6792,2.12662,2.37966,0.986501,0.666421,0.831781,1.11827,-9999,-9999
20210531,20.459,1.0,478.155,353.418,1.0,304.644,1.0,18.886,1.0,87.76,1.0,0.0,1.0,2.254,1.0,0.27635375,1.0,182.0607635416667,1.0,711.7664583333332,1.0,129.01286104166667,1.0,37.16706958333333,1.0,438.8187497916667,1.0,415.918,1.0,-9999,-9999,12.637,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.542,-9999,23.062,23.305,27.571,23.047,38.409,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,27.644,-9999,28.9043,-9999,-9999,2.17035,94.311,-9999,98.6107,-9999,-9999,6.06796,1.64463,0.958333,0.0882104,1.5836,1.66407,1.8842,1.0,0.958333,0.979167,4.09314,3.46713,3.72679,4.07599,2.4695,1.68339,2.05114,2.25319,2.65035,2.05528,2.6178,2.89584,0.998775,0.585537,0.806973,1.06462,-9999,-9999
20210601,23.691,1.0,479.123,360.477,1.0,320.511,1.0,22.296,1.0,87.492,1.0,0.0,1.0,2.061,1.0,0.28828375,1.0,185.96976437499998,1.0,727.8890352083332,1.0,101.04858979166666,1.0,38.132541874999994,1.0,456.87430604166667,1.0,418.885,1.0,-9999,-9999,14.188,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.573,-9999,23.043,23.258,27.508,22.987,38.4,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,28.9076,-9999,30.0213,-9999,-9999,2.25502,93.5751,-9999,97.1803,-9999,-9999,5.72051,1.61659,0.979167,0.0903674,1.50837,1.69701,2.06234,0.770833,0.854167,1.0,4.75528,3.94123,4.21534,4.62161,3.17314,1.87874,2.57873,2.9729,3.34424,2.50308,3.26802,3.64121,0.986224,0.512029,0.805595,1.06354,-9999,-9999
20210602,23.099,1.0,480.044,351.685,1.0,329.576,1.0,18.268,1.0,87.221,1.0,0.0,1.0,3.61,1.0,0.4628877083333333,1.0,186.94786854166668,1.0,713.33851375,1.0,122.03371541666667,1.0,36.97889583333333,1.0,457.3465277083333,1.0,422.466,1.0,-9999,-9999,15.625,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.598,-9999,23.026,23.217,27.455,22.933,38.399,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,32.6169,-9999,33.6694,-9999,-9999,2.45129,109.746,-9999,113.287,-9999,-9999,6.09971,1.78475,0.958333,0.0911985,1.60519,1.81701,2.53838,0.645833,0.958333,0.979167,4.94621,4.10701,4.44341,4.78176,3.19744,1.6543,2.27227,2.94246,3.33309,2.63242,3.28602,3.53814,0.830883,0.458411,0.730927,0.837523,-9999,-9999
20210603,19.299,1.0,480.918,363.207,1.0,307.108,1.0,13.029,1.0,87.165,1.0,0.0,1.0,4.611,1.0,0.5008666666666667,1.0,188.03041645833332,1.0,733.48433375,1.0,120.38736833333333,1.0,38.716007499999996,1.0,443.57014,1.0,419.465,1.0,-9999,-9999,16.421,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.554,-9999,22.992,23.178,27.406,22.886,38.394,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,23.2415,-9999,23.9092,-9999,-9999,1.90299,114.808,-9999,118.106,-9999,-9999,6.72483,2.08985,0.916667,0.0908825,1.83799,2.0288,2.38974,0.9375,0.916667,0.895833,4.67433,3.93392,4.2773,4.55162,2.61055,1.56976,2.09475,2.49377,2.69581,2.38915,2.65745,2.80848,0.622777,0.447177,0.572542,0.620038,-9999,-9999
20210604,15.289,1.0,481.746,336.174,1.0,285.026,1.0,9.686,1.0,87.262,1.0,0.0,1.0,6.235,1.0,0.6899122916666668,1.0,167.858979375,1.0,657.4987154166666,1.0,193.90761833333332,1.0,36.996243125,1.0,416.34583354166665,1.0,412.322,1.0,-9999,-9999,15.973,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,14.074,-9999,23.259,23.212,27.408,22.839,38.414,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,22.8193,-9999,23.394,-9999,-9999,1.99702,111.449,-9999,114.256,-9999,-9999,6.35122,1.96124,0.854167,0.0939151,2.01403,2.07685,2.09816,0.875,0.9375,0.9375,4.315,3.60436,3.92287,4.31027,2.34903,1.58772,1.90824,2.21902,2.23348,2.08576,2.25794,2.35315,0.571757,0.465652,0.570343,0.639774,-9999,-9999
20210605,7.76,1.0,482.527,355.547,1.0,256.021,1.0,4.183,1.0,87.206,1.0,0.0,1.0,9.176,1.0,0.8183841666666667,1.0,197.09870833333332,1.0,692.17970125,1.0,170.95927062500002,1.0,40.03129083333334,1.0,374.44513875,1.0,410.368,1.0,-9999,-9999,14.446,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,13.746,-9999,23.441,23.376,27.505,22.841,38.409,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,20.8164,-9999,21.267,-9999,-9999,2.00561,137.188,-9999,140.157,-9999,-9999,6.87548,1.54538,1.0,0.104343,1.53109,1.55091,1.55855,1.0,1.0,1.0,3.02322,2.67751,2.78193,3.15584,1.41273,1.12346,1.30258,1.62911,1.49988,1.35912,1.55971,1.8456,0.682522,0.592108,0.676391,0.806612,-9999,-9999
20210606,5.524,1.0,483.261,244.563,1.0,260.008,1.0,3.614,1.0,86.904,1.0,0.0,1.0,6.916,1.0,0.6736347916666666,1.0,119.25861083333332,1.0,492.67879145833336,1.0,237.1687433333333,1.0,27.291666875,1.0,358.0236110416667,1.0,408.442,1.0,-9999,-9999,12.359,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,13.052,-9999,23.209,23.322,27.505,22.851,38.403,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,15.9185,-9999,16.2345,-9999,-9999,1.66449,99.1993,-9999,101.169,-9999,-9999,5.71991,1.22415,0.895833,0.0923321,1.19116,1.23201,1.29573,1.0,0.895833,0.895833,2.34048,2.25841,2.32111,2.40566,1.08038,1.02936,1.09087,1.10966,1.4581,1.32283,1.45409,1.61032,0.542837,0.522941,0.551032,0.606569,-9999,-9999
20210607,5.829,1.0,483.948,200.662,1.0,289.444,1.0,4.126,1.0,86.777,1.0,0.0,1.0,3.846,1.0,0.46511645833333337,1.0,106.5085625,1.0,402.6932083333333,1.0,330.7752360416667,1.0,19.97762479166667,1.0,363.62569437499997,1.0,408.448,1.0,-9999,-9999,11.157,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.979,-9999,23.118,23.252,27.466,22.846,38.393,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,17.185,-9999,17.5505,-9999,-9999,1.96615,61.5171,-9999,62.8254,-9999,-9999,5.19042,1.01733,1.0,0.0986671,0.832789,1.0189,1.4299,1.0,1.0,0.9375,2.07291,2.02493,2.09023,2.17737,1.0076,0.594319,0.793607,1.25611,1.78366,1.48849,1.5694,1.69017,0.531306,0.50429,0.567873,0.646523,-9999,-9999
20210608,5.734,1.0,484.587,160.941,1.0,296.831,1.0,3.105,1.0,86.983,1.0,0.762,1.0,3.658,1.0,0.43818312499999995,1.0,86.774195,1.0,330.15845125,1.0,256.7890004166666,1.0,16.506299375,1.0,354.52569437500006,1.0,406.59,1.0,-9999,-9999,10.856,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.906,-9999,23.082,23.206,27.411,22.837,38.361,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,21.4289,-9999,21.9451,-9999,-9999,2.12335,47.7291,-9999,48.8787,-9999,-9999,4.32304,1.52294,0.875,0.0959425,1.33624,1.42638,1.48194,1.0,1.0,0.8125,2.06671,2.02861,2.0529,2.08856,0.495256,0.58649,0.65862,0.702771,1.93213,1.49075,1.60759,1.87646,0.553175,0.497015,0.559446,0.719183,-9999,-9999
20210609,6.458,1.0,485.179,203.323,1.0,269.592,1.0,4.126,1.0,87.315,1.0,1.016,1.0,3.244,1.0,0.4083177083333333,1.0,96.613465625,1.0,397.21059041666666,1.0,289.0257427083333,1.0,21.504055833333336,1.0,354.82916625,1.0,406.01,1.0,-9999,-9999,10.361,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.709,-9999,22.991,23.159,27.365,22.817,38.364,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,30.4749,-9999,31.2089,-9999,-9999,2.63962,46.632,-9999,47.7552,-9999,-9999,4.07731,1.17444,0.958333,0.102178,0.785575,1.17444,1.42432,1.0,0.958333,0.0416667,2.19598,2.10238,2.15507,2.19191,0.988047,0.748557,0.876439,1.32528,2.09465,1.5526,1.75772,2.10158,0.767439,0.622989,0.744817,0.882123,-9999,-9999
20210610,7.095,1.0,485.724,372.423,1.0,258.076,1.0,5.007,1.0,87.404,1.0,0.0,1.0,6.481,1.0,0.7007191666666667,1.0,211.135680625,1.0,720.96567375,1.0,136.97930520833333,1.0,40.53286125,1.0,378.827083125,1.0,407.012,1.0,-9999,-9999,10.326,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.518,-9999,22.864,23.094,27.314,22.793,38.363,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,22.7366,-9999,23.2842,-9999,-9999,2.26901,152.749,-9999,156.428,-9999,-9999,7.30246,0.686471,1.0,0.112782,1.11085,1.18816,1.44407,1.0,1.0,1.0,2.31998,2.1762,2.25295,2.31166,1.61614,0.85561,0.9746,1.07203,2.37556,1.86687,2.03211,2.4261,1.06333,0.910099,1.04976,1.21631,-9999,-9999
20210611,8.594,1.0,486.22,135.51,1.0,335.155,1.0,3.75,1.0,87.062,1.0,10.414,1.0,2.432,1.0,0.38851604166666664,1.0,91.82866687500001,1.0,277.9352775,1.0,260.25604812499995,1.0,13.455930625,1.0,365.3812504166667,1.0,407.749,1.0,-9999,-9999,10.783,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.355,-9999,22.722,23.008,27.254,22.77,38.359,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,34.1928,-9999,35.0648,-9999,-9999,2.46217,25.1346,-9999,25.7756,-9999,-9999,3.82612,1.58399,1.0,0.104796,1.37211,1.59022,1.99911,1.0,1.0,1.0,2.5332,2.3381,2.41527,2.48877,0.9474,0.447768,0.64511,0.965955,2.89491,2.38158,2.60713,2.92973,0.779758,0.766794,0.840099,0.921201,-9999,-9999
20210612,14.218,1.0,486.667,303.823,1.0,330.457,1.0,7.976,1.0,87.073,1.0,0.0,1.0,2.725,1.0,0.41410250000000004,1.0,211.126458125,1.0,600.5880002083333,1.0,279.4691945833334,1.0,25.571173333333334,1.0,397.5916664583333,1.0,410.22,1.0,-9999,-9999,11.442,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.218,-9999,22.588,22.914,27.176,22.744,38.349,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,60.1918,-9999,62.3323,-9999,-9999,2.63835,53.4803,-9999,55.3821,-9999,-9999,4.51498,1.45347,0.770833,0.109688,1.38644,1.45347,1.59972,0.9375,0.770833,0.770833,3.20477,2.8115,2.90115,3.05692,1.76203,1.22046,1.4048,1.57261,3.59935,3.04957,3.43886,3.70761,1.19571,1.19701,1.32277,1.41702,-9999,-9999
20210613,16.015,1.0,487.068,287.534,1.0,340.237,1.0,8.15,1.0,86.904,1.0,0.0,1.0,5.231,1.0,0.5669004166666667,1.0,183.67374270833332,1.0,575.4134714583333,1.0,231.05059000000003,1.0,28.354715624999997,1.0,415.73888874999994,1.0,412.95,0.958333,-9999,-9999,13.218,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,12.097,-9999,22.463,22.818,27.093,22.716,38.339,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,31.2201,-9999,32.4184,-9999,-9999,2.19655,92.4236,-9999,95.9709,-9999,-9999,5.09956,2.05379,0.9375,0.104995,1.94126,2.02178,2.12342,0.916667,0.9375,1.0,3.44209,3.00895,3.15598,3.267,1.39959,0.969657,1.11202,1.26479,3.67922,3.14853,3.67922,4.00949,1.16731,1.17624,1.24539,1.43828,-9999,-9999
20210614,10.924,1.0,487.421,193.736,1.0,337.217,1.0,3.09,1.0,87.202,1.0,2.794,1.0,4.961,1.0,0.44211375,1.0,135.60404895833335,1.0,389.93452791666664,1.0,302.993721875,1.0,18.155611249999996,1.0,377.2131939583333,1.0,411.618,1.0,-9999,-9999,13.34,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.983,-9999,22.342,22.725,27.01,22.69,38.339,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,60.6157,-9999,63.5018,-9999,-9999,2.49236,40.3642,-9999,42.2861,-9999,-9999,3.8374,-0.157753,0.75,0.109739,-0.279305,0.0787619,2.16753,1.0,1.0,0.729167,2.88098,2.63764,2.67901,2.90266,3.03443,0.737691,1.53933,2.88721,2.40374,2.30779,2.86191,3.20673,0.923554,0.91192,1.03245,1.26822,-9999,-9999
20210615,8.916,1.0,487.724,264.313,1.0,292.107,1.0,3.722,1.0,87.727,1.0,1.27,1.0,5.313,1.0,0.5074797916666667,1.0,161.35113145833333,1.0,530.0391595833333,1.0,227.63085395833332,1.0,25.915590416666664,1.0,369.19027750000004,1.0,406.164,1.0,-9999,-9999,12.338,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.903,-9999,22.241,22.63,26.922,22.665,38.333,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,31.5915,-9999,33.2021,-9999,-9999,2.38187,65.2578,-9999,68.5848,-9999,-9999,5.53172,-0.615212,0.416667,0.1141,1.05095,1.51291,1.98529,0.979167,1.0,0.354167,2.67523,2.4163,2.52924,2.84727,3.27936,0.723822,0.931399,1.37975,1.14764,1.57442,2.11177,2.82,0.66637,0.598663,0.922971,1.40222,-9999,-9999
20210616,13.181,1.0,487.98,375.764,1.0,268.747,1.0,9.493,1.0,87.958,1.0,0.0,1.0,2.234,1.0,0.32100083333333335,1.0,200.76072854166668,1.0,750.3758262499999,1.0,97.25029145833332,1.0,39.04645166666666,1.0,404.74236145833333,1.0,406.212,1.0,-9999,-9999,12.812,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.837,-9999,22.142,22.543,26.838,22.637,38.322,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,32.9622,-9999,34.7538,-9999,-9999,2.31615,112.071,-9999,118.162,-9999,-9999,5.69089,1.60433,0.479167,0.111482,1.35249,1.42955,1.6532,0.8125,0.729167,0.479167,3.15058,2.84039,2.94483,3.22832,1.54638,1.40674,1.49511,1.5649,1.42606,1.77005,2.92728,3.22857,0.784535,0.630035,1.34131,1.74186,-9999,-9999
20210617,18.533,1.0,488.188,376.602,1.0,286.488,1.0,16.328,1.0,87.629,1.0,0.0,1.0,2.502,1.0,0.3463616666666667,1.0,191.35732583333333,1.0,749.1510341666666,1.0,95.11856208333332,1.0,40.01836083333333,1.0,431.715971875,1.0,407.964,1.0,-9999,-9999,15.197,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.708,-9999,21.997,22.432,26.741,22.607,38.308,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,27.9259,-9999,29.5217,-9999,-9999,2.55466,107.444,-9999,113.584,-9999,-9999,5.5822,1.77072,0.75,0.117394,1.82789,1.9631,2.3012,0.979167,0.895833,0.75,3.71203,3.41338,3.54107,3.6503,1.95907,1.27291,1.47331,1.57041,3.20206,3.17032,3.76219,4.28876,0.944502,0.944502,1.6823,1.87677,-9999,-9999
20210618,19.509,1.0,488.347,370.669,1.0,298.056,1.0,16.474,1.0,87.335,1.0,0.0,1.0,3.378,1.0,0.451214375,1.0,190.8570208333333,1.0,742.8242362499999,1.0,103.80988166666667,1.0,39.38728520833333,1.0,438.479166875,1.0,407.921,1.0,-9999,-9999,16.411,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.619,-9999,21.883,22.329,26.643,22.574,38.296,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,27.5222,-9999,29.0949,-9999,-9999,2.25873,109.954,-9999,116.238,-9999,-9999,5.79413,2.25623,0.833333,0.114328,2.23756,2.28967,2.3903,0.9375,0.9375,0.854167,3.75954,3.53792,3.64238,3.71127,1.52942,1.22616,1.28844,1.39441,4.03283,2.93624,3.94584,4.36166,1.03446,1.03446,1.69689,1.94577,-9999,-9999
20210619,19.649,1.0,488.458,368.696,1.0,300.89,1.0,16.677,1.0,87.296,1.0,0.0,1.0,2.796,1.0,0.40699624999999995,1.0,190.64334,1.0,749.2875558333334,1.0,88.49637541666665,1.0,38.78675020833333,1.0,440.14513833333336,1.0,408.285,1.0,-9999,-9999,17.286,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.503,-9999,21.762,22.226,26.547,22.54,38.295,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,27.6826,-9999,29.2002,-9999,-9999,2.53827,117.303,-9999,123.734,-9999,-9999,5.92194,2.20824,1.0,0.112646,2.2287,2.30119,2.42237,1.0,1.0,0.958333,3.70804,3.54292,3.65665,3.70804,1.53241,1.26019,1.29103,1.37405,3.95168,3.05084,3.62053,4.24135,1.03151,1.07142,1.56081,1.94984,-9999,-9999
20210620,19.682,1.0,488.52,365.965,1.0,306.874,1.0,15.074,1.0,87.283,1.0,0.0,1.0,3.047,1.0,0.4523616666666667,1.0,193.95422937499998,1.0,735.0155491666668,1.0,126.03257624999999,1.0,39.62363875,1.0,439.262500625,1.0,407.684,1.0,-9999,-9999,17.948,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.342,-9999,21.611,22.107,26.443,22.498,38.295,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,25.9553,-9999,27.3686,-9999,-9999,2.3591,118.287,-9999,124.727,-9999,-9999,5.48788,1.97652,0.958333,0.118458,1.83677,1.93416,2.43729,0.979167,0.9375,0.916667,3.64513,3.54595,3.64513,3.68828,1.70689,1.25567,1.58074,1.756,3.9712,2.93298,3.52422,4.07255,1.59617,1.24116,2.09424,2.4548,-9999,-9999
20210621,23.022,1.0,488.534,351.043,1.0,326.187,1.0,20.425,1.0,87.165,1.0,0.0,1.0,3.3,1.0,0.42841875,1.0,182.59595791666666,1.0,701.8988333333333,1.0,144.41730583333333,1.0,36.95842375,1.0,457.68194416666665,1.0,409.542,1.0,-9999,-9999,18.574,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.166,-9999,21.439,21.972,26.327,22.456,38.293,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,24.4275,-9999,25.7484,-9999,-9999,3.23691,115.102,-9999,121.327,-9999,-9999,5.7497,2.47933,0.895833,0.120966,2.80353,2.88409,2.96306,0.708333,0.75,0.979167,3.93684,3.82239,3.93684,4.02598,1.5134,0.954963,1.03629,1.23372,4.40475,3.22228,4.01022,4.51832,1.37796,0.800725,1.27457,1.54964,-9999,-9999
20210622,21.547,1.0,488.5,174.425,1.0,343.424,1.0,15.109,1.0,87.002,1.0,0.0,1.0,3.799,1.0,0.43248604166666665,1.0,64.838715625,1.0,362.5717358333333,1.0,268.8289095833333,1.0,18.577694166666664,1.0,434.4347220833333,1.0,409.696,1.0,-9999,-9999,19.181,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.006,-9999,21.279,21.84,26.209,22.413,38.292,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,23.261,-9999,24.4463,-9999,-9999,2.77191,33.2599,-9999,34.9548,-9999,-9999,4.00932,2.75678,0.9375,0.118003,2.66207,2.7707,2.9342,0.0208333,0.958333,0.1875,3.68844,3.68844,3.7512,3.87301,0.99442,0.90372,1.02543,1.13648,4.16309,2.94617,3.65602,3.98166,1.52697,0.65509,1.00928,1.40609,-9999,-9999
20210623,20.822,1.0,488.418,380.698,1.0,317.211,1.0,14.104,1.0,87.094,1.0,0.0,1.0,5.086,1.0,0.5287158333333334,1.0,204.14212562499998,1.0,765.742916875,1.0,158.51084020833335,1.0,40.7600625,1.0,453.013194375,1.0,406.246,1.0,-9999,-9999,19.032,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.346,-9999,21.615,22.112,26.449,22.501,38.297,-9999,-9999,0.875,-9999,0.875,0.875,0.875,0.875,0.875,-9999,-9999,-9999,-9999,26.294,-9999,27.3598,-9999,-9999,2.68212,129.118,-9999,134.352,-9999,-9999,5.88638,2.50868,0.958333,0.120088,2.32568,2.44146,2.63826,0.979167,0.270833,0.875,3.48834,3.56835,3.7308,4.00452,1.04018,0.981733,1.30212,1.66347,3.74481,2.93483,3.23898,3.74528,1.77966,1.013,1.24833,1.77966,-9999,-9999
20210624,21.462,1.0,488.287,363.419,1.0,304.361,1.0,18.498,1.0,87.435,1.0,0.0,1.0,3.633,1.0,0.4780708333333334,1.0,178.96448625000002,1.0,723.738403125,1.0,123.45865229166667,1.0,39.50170104166667,1.0,449.3173616666666,1.0,406.219,1.0,-9999,-9999,19.734,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.264,-9999,21.527,22.039,26.383,22.478,38.294,-9999,-9999,0.979167,-9999,0.979167,0.979167,0.979167,0.979167,0.979167,-9999,-9999,-9999,-9999,26.9426,-9999,27.9506,-9999,-9999,2.63928,109.899,-9999,114.011,-9999,-9999,5.76671,2.64087,0.916667,0.124416,2.62904,2.67983,2.80543,0.875,0.895833,0.916667,3.52172,3.55027,3.89037,4.13604,0.924113,0.812326,1.21551,1.53034,3.46534,2.95418,3.2273,3.62282,1.5186,0.862299,1.03791,1.45514,-9999,-9999
20210625,22.31,1.0,488.108,347.282,1.0,325.422,1.0,18.239,1.0,87.51,1.0,0.0,1.0,2.018,1.0,0.3507189583333333,1.0,181.52294499999996,1.0,711.6011387499999,1.0,144.71308979166668,1.0,36.51286104166667,1.0,454.6687504166666,1.0,406.33,1.0,-9999,-9999,20.0,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,11.115,-9999,21.372,21.909,26.264,22.436,38.291,-9999,-9999,1.0,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,27.2612,-9999,27.9987,-9999,-9999,2.87731,114.167,-9999,117.256,-9999,-9999,5.95798,2.62423,0.979167,0.121158,2.43373,2.5072,2.79723,0.979167,0.979167,0.916667,3.63403,3.63403,3.93974,4.2258,1.02431,0.910898,1.42643,1.7497,3.21372,2.92008,3.27836,3.4917,1.45893,0.884708,1.02878,1.45893,-9999,-9999
