TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_9,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,SWC_F_MDS_9_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20190801,20.004,1.0,449.395,337.569,1.0,307.016,1.0,15.0,1.0,85.825,1.0,0.0,1.0,3.492,1.0,0.6093508541666667,1.0,195.02265208333336,1.0,692.7751187499999,1.0,106.42185416666666,1.0,34.08127708333333,1.0,415.47979166666664,1.0,389.405,1.0,20.027,18.751,17.669,16.62,14.987,12.535,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.908,10.439,11.552,18.343,17.16,33.914,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,6.46693,1.0,87.4388,1.0,88.6785,80.7063,100.474,6.27585,99.9741,1.0,101.392,92.2765,114.878,7.43529,0.470545,0.979167,0.261973,0.380377,0.461511,0.473607,0.979167,0.958333,0.979167,8.67038,8.64161,8.67902,8.9677,8.17091,8.19677,8.30975,8.49219,7.82371,7.60308,7.76806,7.89601,8.01684,7.76028,7.93413,8.05646,-9999,-9999
20190802,18.032,1.0,447.553,324.83,1.0,302.575,1.0,10.714,1.0,86.076,1.0,0.0,1.0,4.038,1.0,0.7960408333333334,1.0,186.62529166666664,1.0,654.9598479166667,1.0,146.67016666666666,1.0,33.53780416666667,1.0,407.2429166666666,1.0,390.028,1.0,20.273,19.084,18.015,16.91,15.122,12.572,1.0,1.0,1.0,1.0,1.0,1.0,9.894,10.819,10.369,11.431,18.101,16.952,33.84,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,6.11445,1.0,93.0946,1.0,94.4146,85.9267,109.197,5.83284,108.53,1.0,110.069,100.174,127.302,7.7076,-0.450393,1.0,0.282641,-0.471012,-0.459809,-0.450393,1.0,1.0,1.0,8.24852,8.23576,8.24983,8.3387,8.68615,8.63701,8.69892,8.80001,7.86594,7.7393,7.86594,7.97595,8.21828,8.11553,8.19514,8.30219,-9999,-9999
20190803,19.361,1.0,445.675,270.965,1.0,325.96,1.0,11.412,1.0,85.98,1.0,0.0,1.0,2.019,1.0,0.3003561041666667,1.0,160.42554791666666,1.0,559.48450625,1.0,152.49569791666667,1.0,26.43217291666667,1.0,410.07020833333337,1.0,391.502,1.0,20.073,18.985,17.979,16.962,15.24,12.628,1.0,1.0,1.0,1.0,1.0,1.0,9.887,10.721,10.304,11.338,17.903,16.783,33.781,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,5.57692,1.0,72.8236,1.0,73.8561,67.2165,85.4193,5.43242,79.4947,1.0,80.6218,73.3739,93.2443,6.89072,0.821101,0.854167,0.247596,0.737676,0.821101,0.898302,0.833333,0.854167,0.854167,8.50831,8.495,8.51459,8.66267,7.70014,7.54657,7.69159,7.89357,8.45718,8.33635,8.45989,8.5316,7.76134,7.7266,7.76337,7.83384,-9999,-9999
20190804,21.787,1.0,443.76,285.966,1.0,326.345,1.0,18.426,1.0,85.833,1.0,0.0,1.0,2.439,1.0,0.3046401875,1.0,165.22546458333332,1.0,581.5776104166666,1.0,142.3841666666667,1.0,29.055389583333337,1.0,418.0395833333334,1.0,388.057,1.0,20.476,19.313,18.235,17.166,15.399,12.753,1.0,1.0,1.0,1.0,1.0,1.0,9.779,10.627,10.237,11.24,17.704,16.611,33.707,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,5.88509,1.0,71.1477,1.0,72.1564,65.6696,83.4535,6.09095,64.6968,1.0,65.614,59.7154,75.8869,6.88432,0.546653,0.895833,0.255296,0.523442,0.538776,0.570569,0.895833,0.895833,0.895833,9.08569,9.05446,9.09988,9.42985,8.5707,8.53368,8.58359,8.88249,9.25709,9.08552,9.23377,9.27501,7.89318,7.83699,7.88581,7.94001,-9999,-9999
20190805,23.921,1.0,441.809,312.081,1.0,326.383,1.0,22.402,1.0,85.773,1.0,0.0,1.0,2.174,1.0,0.28436777083333337,1.0,177.80566041666665,1.0,639.3063479166667,1.0,141.70094583333335,1.0,31.33594375,1.0,429.31541666666664,1.0,387.791,1.0,20.961,19.669,18.47,17.331,15.515,12.824,1.0,1.0,1.0,1.0,1.0,1.0,9.719,10.508,10.165,11.137,17.495,16.426,33.63,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,6.36961,1.0,71.3059,1.0,72.3169,65.8156,83.6391,5.70905,69.3623,1.0,70.3458,64.0217,81.3594,6.55301,0.419664,0.9375,0.258697,0.331241,0.419664,0.492022,0.9375,0.9375,0.916667,9.60469,9.5605,9.62696,10.1626,9.23483,9.20518,9.29541,9.68285,9.90736,9.64948,9.86463,9.91093,8.35927,8.19016,8.32565,8.37824,-9999,-9999
20190806,23.941,1.0,439.823,285.395,1.0,335.021,1.0,20.217,1.0,85.584,1.0,0.0,1.0,2.8,1.0,0.4401167291666666,1.0,158.1233125,1.0,581.368,1.0,223.62710833333335,1.0,29.781229166666662,1.0,432.51666666666665,1.0,387.056,1.0,21.662,20.231,18.846,17.565,15.636,12.867,1.0,1.0,1.0,1.0,1.0,1.0,9.676,10.398,10.104,11.044,17.302,16.248,33.559,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,7.25497,1.0,67.0938,1.0,68.0451,61.9279,78.6985,5.59745,53.6942,1.0,54.4555,49.56,62.9813,5.95462,0.889892,0.9375,0.242713,0.86436,0.901863,1.20063,0.9375,0.9375,0.854167,9.74152,9.68767,9.76539,10.3286,8.90503,8.81557,8.90071,9.10878,10.2304,9.68327,10.1161,10.3165,8.27034,7.94031,8.22669,8.27568,-9999,-9999
20190807,23.944,1.0,437.801,306.888,1.0,334.987,1.0,19.591,1.0,85.455,1.0,0.0,1.0,2.588,1.0,0.4372224375,1.0,178.8441875,1.0,633.83355625,1.0,168.75943541666666,1.0,31.35321666666667,1.0,431.6814583333333,1.0,384.87,1.0,22.059,20.704,19.333,17.981,15.885,12.986,1.0,1.0,1.0,1.0,1.0,1.0,9.641,10.321,10.053,10.969,17.129,16.09,33.488,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,7.01033,1.0,80.0049,1.0,81.1392,73.8448,93.8427,5.8535,89.4267,1.0,90.6946,82.5412,104.894,6.60366,0.707633,0.979167,0.24553,0.700336,0.708287,0.839758,0.979167,0.979167,0.958333,9.87246,9.81501,9.8979,10.498,9.22177,9.11015,9.18927,9.67435,10.5423,10.0796,10.5423,10.6441,8.51017,8.28675,8.47915,8.51017,-9999,-9999
20190808,19.707,1.0,435.744,249.762,1.0,330.555,1.0,12.006,1.0,85.411,1.0,0.0,1.0,2.931,1.0,0.5066547499999999,1.0,143.552625,1.0,505.45841666666666,1.0,149.32285625,1.0,24.057953541666667,1.0,412.7333333333333,1.0,380.434,1.0,21.368,20.315,19.224,18.086,16.066,13.081,1.0,1.0,1.0,1.0,1.0,1.0,9.586,10.338,10.003,10.905,16.975,15.95,33.424,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,5.51124,1.0,68.5204,1.0,69.4919,63.2446,80.3718,5.18728,81.0363,1.0,82.1852,74.7968,95.0525,6.26175,1.62823,0.895833,0.264777,1.48079,1.61348,1.66379,0.875,0.895833,0.895833,9.1767,9.14688,9.18983,9.52651,7.5778,7.52146,7.67708,7.8384,10.3444,10.1224,10.2516,10.3445,7.6139,7.566,7.61345,7.69058,-9999,-9999
20190809,15.878,1.0,433.654,219.717,1.0,323.435,1.0,7.37,1.0,85.501,0.958333,7.112,1.0,2.536,1.0,0.42969470833333334,1.0,131.11413124999999,1.0,446.1691604166667,1.0,217.19959166666663,1.0,21.30136875,1.0,390.73312500000003,1.0,381.603,1.0,18.749,18.46,18.096,17.538,15.968,13.063,1.0,1.0,1.0,1.0,1.0,1.0,9.575,10.577,9.945,10.855,16.867,15.856,33.376,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,2.18194,1.0,61.3841,1.0,62.2544,54.9559,72.0012,4.98272,32.0747,1.0,32.5295,28.7158,37.6224,6.57663,2.74371,0.854167,0.283561,2.72127,2.75109,2.79738,0.854167,0.854167,0.875,8.51456,8.44965,8.51586,8.54453,5.77564,5.73501,5.77564,5.7983,9.65022,9.25086,9.484,9.65489,6.69046,6.63206,6.69139,6.76048,-9999,-9999
20190810,13.43,1.0,431.529,232.343,1.0,317.481,1.0,5.609,1.0,85.55,1.0,0.762,1.0,2.93,1.0,0.5182522916666666,1.0,150.25035416666665,1.0,479.3166666666666,1.0,201.789675,1.0,22.531895833333333,1.0,377.05,1.0,382.893,1.0,16.267,16.489,16.634,16.569,15.65,13.156,1.0,1.0,1.0,1.0,1.0,1.0,10.08,10.965,9.874,10.791,16.796,15.797,33.326,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,0.051294,1.0,84.0661,1.0,85.258,75.1742,98.6063,5.37537,67.9123,1.0,68.8752,60.729,79.6585,6.26472,0.863164,0.895833,0.285287,0.675608,0.846,0.863164,0.979167,0.895833,0.895833,8.06451,7.82428,7.94432,8.06451,7.18984,6.98898,7.18984,7.35708,8.64633,7.87953,8.5892,8.65318,3.82068,3.79598,3.82088,3.84231,-9999,-9999
20190811,11.804,1.0,429.371,289.83,1.0,281.09,1.0,4.692,1.0,85.982,1.0,0.0,1.0,4.333,1.0,0.8553270833333334,1.0,166.85833333333335,1.0,596.8118125,1.0,214.44563125,1.0,30.473145833333334,1.0,372.30125000000004,1.0,379.95,1.0,15.338,15.589,15.815,15.874,15.209,13.106,1.0,1.0,1.0,1.0,1.0,1.0,9.882,10.881,9.843,10.738,16.684,15.722,33.286,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-0.92746,1.0,69.9855,1.0,69.1662,62.3047,82.0904,5.1492,117.647,1.0,116.269,104.735,137.995,7.40087,-2.36268,1.0,0.320075,-2.36268,-2.33815,-2.28103,1.0,1.0,1.0,7.75018,7.42848,7.57045,7.75242,10.0909,9.67868,9.79823,10.1098,7.89526,7.19694,7.86538,7.90574,4.44139,4.43253,4.44639,4.47896,-9999,-9999
20190812,15.912,1.0,427.179,317.866,1.0,283.731,1.0,10.545,1.0,86.052,1.0,0.0,1.0,2.106,1.0,0.2497674375,1.0,181.82031874999998,1.0,641.8591666666666,1.0,134.88051458333334,1.0,32.236674375,1.0,387.539375,1.0,379.07,1.0,15.725,15.592,15.463,15.322,14.839,13.138,1.0,1.0,1.0,1.0,1.0,1.0,9.646,10.706,9.764,10.653,16.558,15.628,33.235,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,0.605686,1.0,72.301,1.0,66.7816,63.9651,76.7973,5.55121,102.88,1.0,95.0263,91.0187,109.278,7.68805,-0.49594,0.958333,0.277222,-0.560298,-0.522714,-0.465007,0.958333,0.770833,0.9375,8.64464,8.63623,8.67276,8.75049,9.14793,9.06975,9.19032,9.24672,7.91503,7.61196,7.86062,7.93389,7.17243,7.12861,7.17415,7.45251,-9999,-9999
20190813,19.486,1.0,424.957,313.006,1.0,301.585,1.0,14.667,1.0,86.022,1.0,0.0,1.0,2.225,1.0,0.3840033333333333,1.0,176.26012500000002,1.0,647.1550208333333,1.0,120.53046875,1.0,31.617485416666668,1.0,406.7054166666666,1.0,382.302,1.0,17.186,16.654,16.119,15.523,14.657,13.062,1.0,1.0,1.0,1.0,1.0,1.0,9.539,10.498,9.72,10.577,16.417,15.506,33.176,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,2.41112,1.0,80.9366,1.0,74.7578,71.605,83.7241,6.4049,82.7341,1.0,76.4182,73.1953,85.5835,6.91994,0.617221,0.895833,0.259631,0.593245,0.663992,0.693641,0.833333,0.895833,0.9375,9.25951,9.12318,9.26852,9.66509,8.66129,8.36993,8.64361,8.96605,8.19374,7.81347,8.07085,8.39361,7.5992,7.44665,7.56102,7.69844,-9999,-9999
20190814,19.933,1.0,422.701,308.964,1.0,303.948,1.0,14.945,1.0,86.158,1.0,0.0,1.0,3.01,1.0,0.5477816666666667,1.0,168.90764583333333,1.0,642.1024166666666,1.0,101.34370208333333,1.0,31.25997291666667,1.0,412.76499999999993,1.0,387.152,1.0,18.233,17.533,16.839,15.99,14.743,12.994,1.0,1.0,1.0,1.0,1.0,1.0,9.506,10.373,9.704,10.537,16.287,15.384,33.117,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,3.19318,1.0,79.3414,1.0,73.2845,70.1938,80.4663,6.39647,100.069,1.0,92.43,88.5319,101.488,6.7384,1.04699,0.895833,0.245709,0.927156,1.0009,1.02884,0.916667,0.895833,0.895833,9.13559,9.01145,9.13559,9.47457,8.0897,8.03813,8.13338,8.57374,8.50574,7.49288,8.27765,8.93891,7.40676,6.94608,7.17681,7.56665,-9999,-9999
20190815,17.937,1.0,420.414,313.523,1.0,293.959,1.0,12.226,1.0,86.133,1.0,0.0,1.0,3.709,1.0,0.7102079166666666,1.0,169.51781250000002,1.0,643.8613958333333,1.0,103.19711875,1.0,32.441577083333335,1.0,405.52375,1.0,384.804,1.0,18.309,17.649,17.074,16.276,14.958,13.133,1.0,1.0,1.0,1.0,1.0,1.0,9.514,10.323,9.687,10.505,16.177,15.272,33.063,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,2.967,1.0,87.0365,1.0,80.3921,77.0017,90.0341,6.08036,101.219,1.0,93.4921,89.5492,104.705,7.14318,0.38951,0.9375,0.289016,0.27355,0.366986,0.415299,0.9375,0.958333,0.958333,8.53579,8.39298,8.53579,8.57981,8.11454,8.04205,8.15687,8.2328,7.92987,6.8452,7.51469,8.28239,7.36112,7.3043,7.55804,7.78586,-9999,-9999
20190816,16.524,1.0,418.097,318.501,1.0,280.226,1.0,11.929,1.0,85.817,1.0,0.0,1.0,3.403,1.0,0.6566620833333334,1.0,167.54295833333333,1.0,635.96800625,1.0,120.51808333333332,1.0,33.73820833333333,1.0,397.4547916666667,1.0,380.245,1.0,17.714,17.103,16.649,16.093,14.924,12.944,1.0,1.0,1.0,1.0,1.0,1.0,9.42,10.317,9.653,10.47,16.082,15.175,33.007,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,2.37612,1.0,93.8763,1.0,89.8146,83.0529,97.1094,6.43826,91.6521,1.0,87.6867,81.0852,94.8087,7.07416,0.188448,0.9375,0.289964,0.166202,0.188448,0.284454,0.979167,0.9375,0.9375,8.07553,7.86401,7.9707,8.07553,7.82425,7.68748,7.7327,7.84185,6.77121,6.02896,6.27918,6.86512,7.24258,6.63658,7.17559,7.33136,-9999,-9999
20190817,16.605,1.0,415.749,305.314,1.0,289.669,1.0,11.191,1.0,85.466,1.0,0.0,1.0,2.952,1.0,0.5844716666666666,1.0,165.6075,1.0,625.2930062500001,1.0,138.04339374999998,1.0,31.413966666666667,1.0,397.9704166666667,1.0,378.704,1.0,17.7,16.976,16.439,15.884,14.83,12.948,1.0,1.0,1.0,1.0,1.0,1.0,9.371,10.256,9.614,10.427,15.992,15.081,32.952,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,3.38501,1.0,84.7475,1.0,78.2778,74.7063,84.7562,5.72904,99.5504,1.0,91.9507,87.7553,99.5606,7.07187,-0.0528447,0.979167,0.30838,-0.664174,-0.0803298,0.0083258,0.958333,0.979167,0.979167,8.03087,7.76495,7.8979,8.02159,8.01658,7.91444,8.11577,8.50235,6.28603,5.84208,6.02708,6.28223,8.01478,6.47605,7.23301,7.89638,-9999,-9999
20190818,19.417,1.0,413.37,307.692,1.0,293.212,1.0,15.639,1.0,85.207,1.0,0.0,1.0,3.506,1.0,0.5973176666666667,1.0,158.606875,1.0,629.8325270833333,1.0,102.69278333333334,1.0,32.34582708333333,1.0,409.9472916666667,1.0,379.497,1.0,18.242,17.312,16.581,15.899,14.805,12.978,1.0,1.0,1.0,1.0,1.0,1.0,9.352,10.183,9.578,10.384,15.898,14.993,32.899,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,4.53122,1.0,69.6662,1.0,64.3478,61.4119,72.0655,6.36172,105.272,1.0,97.2359,92.7994,108.898,7.04055,1.25001,0.958333,0.255816,1.15803,1.19981,1.2597,0.958333,0.958333,0.916667,8.51458,8.39599,8.49543,8.52182,7.21808,7.1628,7.27826,7.3299,6.54888,6.49872,6.64152,7.0035,5.83348,5.81672,5.90127,5.97499,-9999,-9999
20190819,19.784,1.0,410.964,307.156,1.0,301.338,1.0,16.056,1.0,85.511,1.0,0.0,1.0,2.687,1.0,0.4672143541666666,1.0,160.56293125,1.0,627.5723604166666,1.0,100.099675,1.0,31.55666666666666,1.0,413.52104166666663,1.0,381.678,1.0,18.754,17.753,16.91,16.105,14.845,12.98,1.0,1.0,1.0,1.0,1.0,1.0,9.37,10.115,9.555,10.347,15.806,14.903,32.844,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,4.97891,1.0,76.5806,1.0,73.2672,67.507,81.343,5.7391,99.9153,1.0,95.5924,88.077,106.129,7.0806,0.734915,0.895833,0.271162,0.622144,0.682145,0.755528,0.895833,0.291667,0.833333,8.53846,8.42842,8.51222,8.57328,7.76601,7.73644,7.83744,7.89699,6.79573,6.85663,7.02457,7.71296,6.69484,6.20581,6.69337,6.79811,-9999,-9999
20190820,21.142,1.0,408.526,272.077,1.0,322.875,1.0,15.221,1.0,85.595,1.0,0.0,1.0,3.391,1.0,0.5886104791666666,1.0,150.22675625,1.0,550.0271604166667,1.0,180.10598333333334,1.0,27.444368749999995,1.0,417.30791666666664,1.0,380.284,1.0,19.492,18.341,17.29,16.31,14.916,12.966,1.0,1.0,1.0,1.0,1.0,1.0,9.316,10.033,9.535,10.317,15.724,14.821,32.793,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,6.13691,1.0,56.9206,1.0,54.4578,50.1764,60.4603,5.73923,93.6854,1.0,89.632,82.5852,99.5115,6.65892,1.89725,1.0,0.241599,1.85791,1.86836,1.88312,0.979167,1.0,0.979167,8.75134,8.68953,8.74433,8.83359,6.82755,6.82306,6.86121,6.99768,7.30737,7.32873,7.65762,8.97059,6.62204,6.47316,6.62411,6.93131,-9999,-9999
20190821,14.454,1.0,406.062,117.348,1.0,321.53,1.0,5.234,1.0,85.756,1.0,7.366,1.0,3.841,1.0,0.6613175,1.0,42.896687500000006,1.0,241.34752083333333,1.0,179.7753416666667,1.0,12.568445208333335,1.0,383.42604166666666,1.0,383.545,1.0,16.256,16.31,16.296,16.015,14.812,12.746,1.0,1.0,1.0,1.0,1.0,1.0,9.44,10.462,9.526,10.306,15.684,14.769,32.749,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,0.620174,1.0,37.543,1.0,35.9187,33.0948,39.679,3.44835,-15.7758,1.0,-14.5715,-16.6733,-13.9066,4.2141,2.00265,0.791667,0.276194,2.00265,2.05315,2.37232,0.791667,0.833333,0.770833,7.5045,7.0968,7.35073,7.52351,5.4149,4.7547,5.17979,5.46053,6.79804,6.73158,6.86226,7.94182,5.67178,5.20918,5.66212,5.77473,-9999,-9999
20190822,15.916,1.0,403.569,301.883,1.0,290.735,1.0,10.378,1.0,85.674,1.0,0.0,1.0,2.223,1.0,0.3675754375,1.0,173.28031458333336,1.0,621.836625,1.0,105.18358958333334,1.0,30.619437500000004,1.0,387.7733333333333,1.0,383.856,1.0,16.085,16.095,15.987,15.674,14.874,13.064,1.0,1.0,1.0,1.0,1.0,1.0,10.042,10.725,9.48,10.28,15.672,14.762,32.724,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,0.960014,1.0,71.0958,1.0,71.1031,62.6721,77.1988,6.57604,87.0548,1.0,87.0638,76.7402,94.5278,6.83954,-0.108524,0.770833,0.269604,-0.294721,-0.180469,-0.0838706,0.8125,0.770833,0.75,7.77989,7.4147,7.51297,7.80072,7.77188,7.51544,7.68919,7.92348,6.84112,6.65559,6.95473,7.01579,9.48812,6.67,9.33508,9.42927,-9999,-9999
20190823,19.53,1.0,401.048,289.685,1.0,299.295,1.0,16.889,1.0,85.482,1.0,0.0,1.0,2.445,1.0,0.39915433333333333,1.0,151.88429166666666,1.0,594.8475979166667,1.0,135.9453,1.0,29.879985416666667,1.0,404.778125,1.0,378.053,1.0,16.053,15.845,15.629,15.355,14.659,13.032,1.0,1.0,1.0,1.0,1.0,1.0,9.637,10.494,9.437,10.227,15.581,14.692,32.663,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,1.42477,1.0,80.7532,1.0,80.7615,71.1853,87.6853,5.94361,69.6908,1.0,69.698,61.4336,75.6733,6.79237,0.90437,0.895833,0.241301,0.806491,0.849782,0.967075,0.979167,0.895833,1.0,8.39837,8.15842,8.27168,8.41293,7.36918,7.18724,7.38261,7.50734,6.69326,6.12008,6.89298,7.01927,6.21165,5.83303,6.09462,6.21379,-9999,-9999
20190824,18.098,1.0,398.502,287.477,1.0,292.779,1.0,13.372,1.0,85.578,1.0,0.0,1.0,4.182,1.0,0.7242560833333332,1.0,143.33335416666668,1.0,590.9137145833333,1.0,114.39954166666666,1.0,31.11310416666667,1.0,403.611875,1.0,381.49,1.0,16.947,16.586,16.191,15.607,14.6,13.005,1.0,1.0,1.0,1.0,1.0,1.0,9.443,10.325,9.434,10.203,15.506,14.626,32.612,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,1.48146,1.0,76.0972,1.0,76.105,67.0219,82.6296,6.00715,93.6939,1.0,93.7036,82.5201,101.737,6.50617,0.243937,0.916667,0.255381,0.137933,0.243937,0.563465,0.916667,0.916667,0.916667,8.06933,7.75168,7.83451,8.07096,7.68108,7.4989,7.63512,7.73241,5.31892,5.25544,5.40532,5.49926,5.78075,5.54068,5.81116,5.99322,-9999,-9999
20190825,17.351,1.0,395.928,295.107,1.0,286.666,1.0,12.215,1.0,85.966,1.0,0.0,1.0,3.19,1.0,0.5799457708333334,1.0,149.4441875,1.0,608.5365208333333,1.0,90.50964375000001,1.0,30.92476458333333,1.0,398.9297916666667,1.0,380.909,1.0,16.72,16.374,16.031,15.553,14.587,12.957,1.0,1.0,1.0,1.0,1.0,1.0,9.34,10.242,9.421,10.185,15.445,14.57,32.564,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,1.28365,1.0,56.8117,1.0,56.8176,50.0805,61.6886,5.90501,79.6358,1.0,79.644,70.2003,86.472,6.74174,1.00478,0.9375,0.226643,0.79569,0.91276,1.12401,0.958333,0.979167,0.916667,7.85659,7.4852,7.60261,7.83967,6.69112,6.62119,6.68469,6.75526,4.64675,4.46415,4.62319,5.11747,5.0848,5.0598,5.18657,5.36009,-9999,-9999
20190826,17.199,1.0,393.329,297.674,1.0,278.529,1.0,14.388,1.0,86.085,1.0,0.0,1.0,2.217,1.0,0.27841327083333334,1.0,149.73902083333334,1.0,605.3655416666667,1.0,90.35951250000001,1.0,31.61622916666667,1.0,392.7345833333334,1.0,379.697,1.0,15.478,15.302,15.221,15.115,14.46,12.913,1.0,1.0,1.0,1.0,1.0,1.0,9.231,10.246,9.378,10.148,15.383,14.516,32.511,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,0.389945,1.0,41.7966,1.0,43.3475,38.2802,45.5414,6.2356,85.2849,1.0,88.4495,78.1097,92.9261,6.87985,1.43446,0.958333,0.220273,0.828566,1.2823,1.43446,0.895833,0.9375,0.958333,7.76065,7.37876,7.51254,7.72694,6.15052,6.17942,6.38024,6.52559,4.65553,4.43277,4.63017,5.54851,5.00269,4.9246,5.08193,5.59269,-9999,-9999
20190827,19.367,1.0,390.705,292.951,1.0,295.08,1.0,16.916,1.0,85.798,1.0,0.0,1.0,2.962,1.0,0.3735371041666667,1.0,148.39850625,1.0,596.95119375,1.0,92.58682708333333,1.0,31.3111875,1.0,406.4870833333334,1.0,379.918,1.0,16.374,15.805,15.349,14.941,14.278,12.909,1.0,1.0,1.0,1.0,1.0,1.0,9.188,10.11,9.35,10.114,15.319,14.46,32.46,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,2.45548,1.0,43.7323,1.0,45.3551,40.0531,47.6506,5.87111,94.3544,1.0,97.8555,86.4162,102.808,6.79945,1.30661,0.916667,0.223972,1.30661,1.39628,1.45958,0.916667,0.9375,0.9375,8.06998,7.77464,7.88332,8.03727,6.57671,6.3545,6.4688,6.63954,4.90512,4.62854,4.72834,5.56325,4.67899,4.55368,4.69159,4.8956,-9999,-9999
20190828,23.758,1.0,388.056,261.193,1.0,338.145,1.0,22.814,1.0,85.478,1.0,0.0,1.0,2.31,1.0,0.3877814583333333,1.0,143.453313125,1.0,533.1907083333334,1.0,141.45407083333333,1.0,26.186633333333333,1.0,429.7104166666666,1.0,384.231,1.0,18.447,17.294,16.289,15.334,14.274,12.881,1.0,1.0,1.0,1.0,1.0,1.0,9.283,9.938,9.337,10.093,15.257,14.401,32.413,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,5.53517,1.0,57.4266,1.0,60.4043,52.5952,62.5718,4.71814,75.557,1.0,79.4747,69.2002,82.3266,6.03884,2.67835,0.958333,0.215572,2.37943,2.68495,2.75498,0.979167,0.958333,0.958333,8.74395,8.56332,8.73319,8.79818,5.87026,5.80437,6.01341,6.21938,5.37966,4.98101,5.18785,5.68951,3.31705,3.32652,3.50507,3.99518,-9999,-9999
